Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
1704,39,Male,Shoes,Accessories,,California,M,Black,Spring,4,No,No,12,Bank Transfer,Annually
2617,61,Male,Jeans,Footwear,55,Georgia,XL,Purple,Spring,3.6,No,No,46,Cash,Annually
2606,41,Male,Hoodie,Clothing,93,Nevada,M,White,Spring,3.7,No,No,32,Venmo,Fortnightly
1343,57,Male,Sandals,Accessories,43,Arizona,XL,Yellow,Summer,3.4,No,Yes,,Bank Transfer,Monthly
2904,38,Female,Pants,Accessories,39,Delaware,,Teal,Spring,3.5,No,No,24,Credit Card,Every 3 Months
521,51,Male,Jeans,Accessories,,South Carolina,M,White,Spring,3.9,Yes,Yes,20,Debit Card,Quarterly
1788,20,Male,Sandals,Clothing,38,Montana,L,Gold,Fall,4.9,No,No,10,Bank Transfer,Quarterly
23,56,Male,Scarf,Clothing,37,California,,Peach,Summer,3.2,Yes,Yes,,Debit Card,Annually
3672,62,Female,Dress,Accessories,,Illinois,L,Pink,Summer,4.8,No,No,20,Venmo,Quarterly
5,45,Male,Shorts,Clothing,49,Oregon,M,Turquoise,Spring,,Yes,Yes,31,PayPal,Annually
602,32,Male,Boots,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Yes,5,Cash,Fortnightly
1894,28,Male,Sandals,Clothing,20,Delaware,L,Red,Summer,3.7,No,No,10,PayPal,Fortnightly
230,70,Male,Shorts,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Yes,27,PayPal,Every 3 Months
2897,30,Female,Skirt,Clothing,91,Delaware,M,Silver,Summer,3.3,No,No,2,Venmo,Every 3 Months
2715,53,Female,Scarf,Clothing,45,Iowa,,Olive,Winter,3.6,No,No,16,Credit Card,Bi-Weekly
259,61,Male,Pants,Accessories,74,Alabama,S,Lavender,Spring,,Yes,Yes,16,Cash,Quarterly
1462,54,Male,Jeans,Accessories,95,Oregon,S,Red,Summer,5,No,Yes,42,Venmo,Quarterly
3381,41,Female,Shoes,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,No,6,PayPal,Every 3 Months
2189,41,Male,Jewelry,Outerwear,54,California,M,Brown,Winter,4.7,No,No,9,Credit Card,Weekly
530,32,Male,Belt,Clothing,84,California,M,Orange,Fall,3.7,Yes,Yes,6,Credit Card,Monthly
3617,42,Female,Dress,Clothing,,Wisconsin,,Purple,Winter,3.3,No,No,33,Debit Card,Fortnightly
169,34,Male,Jeans,Footwear,,Louisiana,M,Magenta,Summer,,Yes,Yes,5,Cash,Fortnightly
427,43,Male,Jeans,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Yes,19,Credit Card,Quarterly
3271,59,Female,Pants,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,No,48,PayPal,Annually
3266,40,Female,Scarf,Accessories,100,Alabama,M,White,Winter,3.2,No,No,28,Credit Card,Fortnightly
2185,38,Male,Socks,Footwear,34,Nevada,S,Gold,Spring,,No,No,16,PayPal,Every 3 Months
15,64,Male,Socks,Outerwear,53,New York,L,Teal,Winter,4.7,Yes,Yes,34,Debit Card,Weekly
3028,52,Female,Gloves,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,No,47,Credit Card,Quarterly
3335,66,Female,Socks,Clothing,,California,M,Beige,Summer,3.4,No,No,21,Credit Card,Annually
3648,47,Female,Pants,Clothing,45,Kansas,M,Gray,Winter,2.9,No,No,,Bank Transfer,Weekly
1515,26,Male,Skirt,Footwear,90,Utah,L,Brown,Winter,3.9,No,Yes,1,Venmo,Weekly
2090,37,Male,T-shirt,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,No,41,Credit Card,Every 3 Months
2039,53,Male,Sandals,Clothing,,Arkansas,L,Orange,Spring,4.4,No,No,35,Credit Card,Fortnightly
3754,39,Female,Jeans,Accessories,26,Louisiana,S,Turquoise,Winter,,No,No,22,Bank Transfer,Fortnightly
1901,65,Male,Blouse,Accessories,85,Iowa,S,Blue,Summer,3.3,No,No,34,Cash,Quarterly
3870,26,Female,Skirt,Outerwear,64,Arizona,,Cyan,Spring,,No,No,28,Bank Transfer,Annually
1925,30,Male,Hoodie,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,No,42,PayPal,Quarterly
2943,54,Female,T-shirt,Clothing,,Hawaii,M,Brown,Summer,2.6,No,No,37,Bank Transfer,Weekly
1712,21,Male,Socks,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,No,19,Credit Card,Monthly
2548,47,Male,Blouse,Outerwear,97,Mississippi,M,Beige,Summer,3.2,No,No,16,Cash,Weekly
965,42,Male,Jewelry,Footwear,,Arizona,M,Beige,Spring,,Yes,Yes,12,Venmo,Bi-Weekly
1412,48,Male,Hoodie,Clothing,24,Louisiana,L,Green,Summer,2.8,No,Yes,13,Venmo,Quarterly
3387,34,Female,Jacket,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,No,36,Cash,Quarterly
1036,61,Male,Handbag,Clothing,89,Georgia,M,Brown,Fall,,Yes,Yes,32,Venmo,Annually
3159,30,Female,Gloves,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,No,44,Credit Card,Monthly
1577,56,Male,Scarf,Clothing,75,Michigan,M,White,Spring,3.7,No,Yes,36,PayPal,Monthly
2572,45,Male,Jewelry,Accessories,27,Mississippi,L,Black,Winter,3.5,No,No,,Cash,Fortnightly
814,54,Male,Hat,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Yes,14,Debit Card,Annually
1455,66,Male,Shirt,Footwear,50,Georgia,L,Maroon,Winter,,No,Yes,17,Credit Card,Annually
378,63,Male,Shirt,Accessories,32,Maine,,Silver,Spring,4.1,Yes,Yes,39,Credit Card,Every 3 Months
539,27,Male,T-shirt,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Yes,43,Cash,Weekly
1001,43,Male,T-shirt,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Yes,1,Bank Transfer,Bi-Weekly
310,66,Male,Belt,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Yes,21,Cash,Fortnightly
1119,49,Male,Backpack,Accessories,65,Indiana,M,Purple,Summer,,No,Yes,11,PayPal,Every 3 Months
1219,55,Male,Jewelry,Footwear,79,Pennsylvania,M,Cyan,Spring,,No,Yes,43,Cash,Every 3 Months
3156,22,Female,Backpack,Accessories,90,Montana,M,Brown,Fall,4.3,No,No,34,Cash,Annually
702,51,Male,Shorts,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Yes,5,Debit Card,Every 3 Months
2297,46,Male,Jacket,Accessories,88,Washington,M,Green,Fall,,No,No,50,Venmo,Every 3 Months
1812,42,Male,Jacket,Accessories,77,Wisconsin,,Blue,Summer,3.6,No,No,33,Bank Transfer,Annually
3513,36,Female,Blouse,Clothing,46,Kentucky,M,White,Fall,3.4,No,No,31,Debit Card,Quarterly
2456,20,Male,Socks,Accessories,98,Alaska,L,Lavender,Spring,3.4,No,No,,Cash,Every 3 Months
645,68,Male,Jewelry,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Yes,37,Cash,Weekly
1311,43,Male,Boots,Clothing,59,South Carolina,L,Brown,Winter,3.1,No,Yes,38,Credit Card,Every 3 Months
3226,53,Female,Gloves,Clothing,98,New Hampshire,M,Pink,Fall,3,No,No,31,Credit Card,Weekly
2820,67,Female,Hoodie,Clothing,27,Georgia,L,Lavender,Spring,3,No,No,,Cash,Monthly
2891,39,Female,Sunglasses,Clothing,55,North Dakota,M,Violet,Winter,3.7,No,No,23,Credit Card,Monthly
2969,26,Female,Hoodie,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,No,25,Cash,Every 3 Months
1938,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,No,11,Bank Transfer,Monthly
474,34,Male,Pants,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Yes,29,PayPal,Every 3 Months
1378,33,Male,Dress,Accessories,,Maryland,L,Olive,Spring,3,No,Yes,42,Venmo,Monthly
999,51,Male,T-shirt,Footwear,,Connecticut,M,White,Spring,3.8,Yes,Yes,48,Bank Transfer,Bi-Weekly
845,59,Male,Skirt,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Yes,44,Venmo,Bi-Weekly
921,37,Male,Jeans,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Yes,37,Cash,Weekly
374,23,Male,Shoes,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Yes,,Venmo,Bi-Weekly
256,43,Male,Jacket,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Yes,,Debit Card,Annually
1800,32,Male,Shorts,Clothing,,California,M,Charcoal,Fall,3.9,No,No,47,Venmo,Weekly
1562,50,Male,Blouse,Accessories,38,Mississippi,,Indigo,Summer,,No,Yes,2,Bank Transfer,Quarterly
1546,48,Male,Jacket,Accessories,43,Delaware,M,Black,Winter,4.9,No,Yes,49,Bank Transfer,Annually
1422,68,Male,Coat,Clothing,,Pennsylvania,S,Gold,Spring,3,No,Yes,,Bank Transfer,Fortnightly
1029,45,Male,Sunglasses,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Yes,4,Cash,Fortnightly
621,33,Male,Pants,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,Yes,10,Venmo,Every 3 Months
1834,34,Male,Shirt,Accessories,53,Louisiana,M,Yellow,Spring,4.5,No,No,19,PayPal,Fortnightly
2402,43,Male,Sandals,Footwear,76,Oregon,M,Pink,Winter,,No,No,25,PayPal,Bi-Weekly
1517,20,Male,Backpack,Clothing,68,Nevada,L,Indigo,Winter,4.5,No,Yes,5,Bank Transfer,Bi-Weekly
3873,41,Female,Scarf,Outerwear,94,New Hampshire,M,Green,Spring,4.3,No,No,3,Cash,Monthly
1245,70,Male,Hat,Clothing,76,Indiana,S,Silver,Summer,3.9,No,Yes,2,Cash,Monthly
990,70,Male,Jacket,Footwear,31,Texas,M,Beige,Spring,,Yes,Yes,2,Bank Transfer,Monthly
1288,24,Male,Backpack,Clothing,28,Utah,,Blue,Winter,3.4,No,Yes,20,PayPal,Monthly
693,35,Male,Handbag,Accessories,,North Dakota,M,Cyan,Spring,4,Yes,Yes,40,Debit Card,Every 3 Months
491,57,Male,Shirt,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,Yes,47,Cash,Monthly
198,59,Male,Sunglasses,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,Yes,41,Credit Card,Monthly
2327,66,Male,Jeans,Clothing,63,Oklahoma,,Maroon,Winter,2.6,No,No,,Bank Transfer,Annually
2220,33,Male,Hoodie,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,No,,Bank Transfer,Fortnightly
1566,58,Male,Sandals,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Yes,48,PayPal,Annually
3363,50,Female,Sweater,Accessories,61,Tennessee,M,Gray,Summer,3,No,No,48,Venmo,Fortnightly
3661,19,Female,Handbag,Footwear,,Arkansas,L,Indigo,Winter,3.1,No,No,13,Bank Transfer,Fortnightly
1151,29,Male,Boots,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Yes,50,Venmo,Bi-Weekly
2930,31,Female,Shoes,Clothing,53,Maine,XL,White,Winter,4.5,No,No,42,Venmo,Fortnightly
2486,43,Male,Handbag,Clothing,55,Louisiana,M,Beige,Spring,4.6,No,No,37,Bank Transfer,Annually
2576,53,Male,Coat,Clothing,96,Minnesota,M,Silver,Fall,4,No,No,9,PayPal,Annually
1639,68,Male,Pants,Outerwear,,Tennessee,,Black,Spring,4.6,No,Yes,18,Venmo,Weekly
2416,21,Male,T-shirt,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,No,30,Bank Transfer,Weekly
562,65,Male,Handbag,Outerwear,65,Alabama,,Blue,Fall,,Yes,Yes,25,PayPal,Fortnightly
3500,22,Female,Sandals,Clothing,29,New Jersey,L,Indigo,Fall,3,No,No,,PayPal,Every 3 Months
1826,23,Male,Shirt,Footwear,,South Dakota,M,Pink,Winter,4.9,No,No,41,Credit Card,Weekly
2592,40,Male,Socks,Outerwear,61,New Mexico,S,Olive,Spring,3.3,No,No,40,Cash,Quarterly
37,35,Male,Shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Yes,,PayPal,Fortnightly
1019,50,Male,Gloves,Clothing,70,Georgia,XL,Charcoal,Spring,,Yes,Yes,,Cash,Weekly
1227,53,Male,Hoodie,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Yes,,Venmo,Bi-Weekly
499,43,Male,Socks,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Yes,27,Bank Transfer,Monthly
1599,47,Male,Handbag,Accessories,85,California,M,Teal,Fall,,No,Yes,21,Venmo,Bi-Weekly
79,50,Male,Coat,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Yes,50,Venmo,Fortnightly
2284,44,Male,Dress,Accessories,45,Ohio,S,Black,Winter,4.1,No,No,34,Credit Card,Fortnightly
2679,33,Female,Sandals,Accessories,91,Montana,M,Magenta,Spring,3.4,No,No,34,Credit Card,Bi-Weekly
3440,43,Female,T-shirt,Accessories,93,Idaho,M,Gray,Summer,4.5,No,No,,Venmo,Quarterly
2238,45,Male,Shorts,Footwear,34,Alabama,S,Black,Summer,3.8,No,No,31,Venmo,Every 3 Months
1660,53,Male,Coat,Accessories,37,Utah,M,Black,Fall,3.9,No,Yes,44,Venmo,Annually
1612,41,Male,Socks,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,Yes,,Debit Card,Monthly
3564,43,Female,Jewelry,Clothing,90,Maine,M,Green,Summer,4.9,No,No,8,Credit Card,Every 3 Months
3425,33,Female,Socks,Accessories,64,Florida,L,Green,Summer,3.6,No,No,,Credit Card,Monthly
244,25,Male,Backpack,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,Yes,,Debit Card,Monthly
239,64,Male,Pants,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Yes,,Cash,Annually
1956,50,Male,Skirt,Clothing,56,Maine,M,Pink,Winter,4.9,No,No,37,Cash,Monthly
1357,49,Male,Jeans,Outerwear,61,Indiana,M,Cyan,Spring,,No,Yes,34,Bank Transfer,Annually
488,41,Male,Scarf,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Yes,22,Credit Card,Quarterly
1879,34,Male,Jewelry,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,No,5,Credit Card,Monthly
3681,22,Female,Pants,Accessories,36,Iowa,S,Blue,Winter,2.9,No,No,30,Debit Card,Quarterly
3079,32,Female,Dress,Accessories,95,Alaska,M,Blue,Spring,2.5,No,No,24,Bank Transfer,Bi-Weekly
65,65,Male,Shirt,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Yes,18,Debit Card,Fortnightly
1664,43,Male,Blouse,Clothing,22,Maine,XL,Gold,Summer,,No,Yes,1,Cash,Bi-Weekly
1528,26,Male,Shorts,Accessories,75,Wisconsin,L,Red,Fall,4.5,No,Yes,33,Debit Card,Fortnightly
2351,57,Male,Coat,Footwear,,Hawaii,M,Turquoise,Winter,4.2,No,No,21,Cash,Annually
2698,42,Female,Skirt,Outerwear,,Delaware,L,Red,Winter,3.2,No,No,36,Bank Transfer,Quarterly
1109,27,Male,Shirt,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Yes,50,Cash,Fortnightly
694,46,Male,Jacket,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Yes,,Cash,Every 3 Months
355,58,Male,Hoodie,Accessories,76,Pennsylvania,S,Olive,Fall,3,Yes,Yes,42,Venmo,Weekly
1465,33,Male,Sandals,Accessories,92,Montana,,Peach,Winter,4.6,No,Yes,23,Bank Transfer,Quarterly
2763,58,Female,Jacket,Clothing,41,Georgia,M,Charcoal,Fall,3.8,No,No,10,Debit Card,Every 3 Months
775,42,Male,Scarf,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Yes,11,Credit Card,Quarterly
361,51,Male,Gloves,Clothing,30,Rhode Island,M,Teal,Summer,3,Yes,Yes,18,Debit Card,Fortnightly
2443,53,Male,Shoes,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,No,50,Debit Card,Bi-Weekly
2507,57,Male,Jacket,Clothing,82,New York,XL,Orange,Spring,4.4,No,No,19,Venmo,Annually
2735,63,Female,Hat,Clothing,93,New York,XL,Yellow,Summer,2.7,No,No,13,Cash,Bi-Weekly
3526,45,Female,Boots,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,No,47,Bank Transfer,Annually
2193,41,Male,Boots,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,No,9,Credit Card,Monthly
152,28,Male,Sweater,Accessories,,North Dakota,L,Turquoise,Fall,4.5,Yes,Yes,3,Venmo,Annually
537,44,Male,Dress,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Yes,,Debit Card,Every 3 Months
3493,48,Female,Jewelry,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,No,48,Bank Transfer,Annually
2401,43,Male,Sandals,Accessories,88,Oregon,M,Peach,Winter,4.2,No,No,11,Credit Card,Bi-Weekly
2790,28,Female,Sunglasses,Clothing,85,North Carolina,L,Orange,Fall,5,No,No,,Credit Card,Bi-Weekly
31,57,Male,Coat,Accessories,31,North Carolina,,Black,Winter,4.7,Yes,Yes,16,Credit Card,Monthly
1339,56,Male,Sweater,Accessories,51,Alabama,S,Yellow,Winter,2.6,No,Yes,43,PayPal,Fortnightly
2591,57,Male,Handbag,Accessories,66,California,M,Turquoise,Summer,5,No,No,,Venmo,Annually
315,30,Male,Shorts,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Yes,17,Debit Card,Every 3 Months
989,50,Male,Dress,Clothing,84,Ohio,,Orange,Winter,4.9,Yes,Yes,47,PayPal,Fortnightly
1319,52,Male,Skirt,Clothing,93,Connecticut,M,Maroon,Spring,2.7,No,Yes,19,Credit Card,Bi-Weekly
300,25,Male,Shirt,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Yes,28,PayPal,Fortnightly
3002,29,Female,Sweater,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,No,28,Credit Card,Quarterly
994,51,Male,Handbag,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Yes,25,Cash,Weekly
3477,68,Female,Shorts,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,No,,Cash,Weekly
609,41,Male,Blouse,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Yes,21,Venmo,Every 3 Months
486,48,Male,Hoodie,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Yes,36,Debit Card,Fortnightly
3022,65,Female,Handbag,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,No,47,Cash,Quarterly
772,22,Male,Backpack,Clothing,68,Hawaii,,Cyan,Fall,2.6,Yes,Yes,34,Bank Transfer,Fortnightly
2641,30,Male,Coat,Clothing,75,Indiana,L,Olive,Summer,4,No,No,45,Venmo,Bi-Weekly
2847,50,Female,Sneakers,Clothing,36,Oklahoma,XL,Black,Fall,2.8,No,No,15,PayPal,Bi-Weekly
1643,18,Male,Sunglasses,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Yes,16,PayPal,Fortnightly
3426,38,Female,Handbag,Accessories,54,Michigan,M,Blue,Summer,4.3,No,No,3,Debit Card,Bi-Weekly
3460,68,Female,Backpack,Clothing,37,Ohio,L,Green,Fall,3.8,No,No,21,PayPal,Annually
620,19,Male,Sunglasses,Accessories,34,Nebraska,,Charcoal,Summer,4.6,Yes,Yes,1,Debit Card,Every 3 Months
876,37,Male,Jewelry,Footwear,39,North Dakota,,Gray,Summer,4.1,Yes,Yes,7,Bank Transfer,Every 3 Months
144,30,Male,T-shirt,Outerwear,48,Missouri,M,Beige,Fall,,Yes,Yes,25,PayPal,Quarterly
119,50,Male,Sandals,Clothing,45,Kentucky,,Orange,Fall,4.8,Yes,Yes,27,Cash,Bi-Weekly
696,30,Male,Backpack,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Yes,15,Debit Card,Every 3 Months
1116,30,Male,Backpack,Accessories,58,New York,S,Peach,Fall,4,No,Yes,37,Cash,Weekly
1032,22,Male,Shirt,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Yes,32,Cash,Quarterly
671,63,Male,Sweater,Clothing,,Louisiana,XL,Purple,Spring,4.8,Yes,Yes,37,Cash,Bi-Weekly
3542,59,Female,Jacket,Clothing,66,Virginia,M,Olive,Winter,4,No,No,22,PayPal,Annually
2907,58,Female,Sunglasses,Outerwear,27,Virginia,M,Indigo,Spring,3.9,No,No,7,Venmo,Annually
2917,62,Female,T-shirt,Clothing,66,Oklahoma,M,Green,Winter,,No,No,13,Credit Card,Bi-Weekly
896,40,Male,Gloves,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Yes,,Debit Card,Quarterly
1161,37,Male,Hat,Accessories,,North Dakota,S,Blue,Summer,3.2,No,Yes,9,Venmo,Bi-Weekly
2057,55,Male,Jeans,Accessories,46,Minnesota,,Blue,Spring,4.4,No,No,29,PayPal,Monthly
339,69,Male,Shoes,Clothing,,Massachusetts,M,Silver,Winter,3.5,Yes,Yes,16,Cash,Weekly
1747,65,Male,Gloves,Accessories,44,Alabama,L,Brown,Summer,3.1,No,No,44,Bank Transfer,Fortnightly
3395,31,Female,Shoes,Footwear,98,Vermont,S,Yellow,Spring,4.2,No,No,9,PayPal,Annually
2095,53,Male,Blouse,Clothing,,South Carolina,M,Indigo,Spring,3.4,No,No,19,Venmo,Annually
3741,42,Female,Shoes,Clothing,96,Virginia,M,Silver,Summer,2.6,No,No,,Debit Card,Bi-Weekly
2587,20,Male,Jeans,Outerwear,28,Maine,L,Yellow,Winter,4.6,No,No,1,Credit Card,Every 3 Months
1604,23,Male,Jewelry,Clothing,98,Iowa,L,Black,Summer,4.3,No,Yes,17,Debit Card,Bi-Weekly
3618,48,Female,Scarf,Accessories,47,Kentucky,M,Lavender,Fall,4.3,No,No,29,Debit Card,Monthly
1149,34,Male,Sweater,Clothing,66,Florida,M,Violet,Spring,2.6,No,Yes,10,PayPal,Fortnightly
3803,70,Female,Backpack,Accessories,72,Illinois,S,Turquoise,Spring,3.2,No,No,1,Bank Transfer,Monthly
1278,19,Male,Sweater,Clothing,97,Rhode Island,L,Green,Spring,5,No,Yes,5,Venmo,Quarterly
2098,33,Male,Jewelry,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,No,5,Credit Card,Weekly
3711,60,Female,Sneakers,Accessories,40,Hawaii,M,Yellow,Summer,3.6,No,No,32,Bank Transfer,Fortnightly
1105,35,Male,Coat,Accessories,,Delaware,M,Beige,Fall,3.1,No,Yes,8,Bank Transfer,Quarterly
3414,34,Female,Skirt,Accessories,90,Delaware,XL,Black,Winter,2.5,No,No,,PayPal,Bi-Weekly
2936,58,Female,Backpack,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,No,11,Venmo,Weekly
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,No,19,Cash,Every 3 Months
2000,39,Male,Sandals,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,No,26,Debit Card,Monthly
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,,No,No,45,Debit Card,Weekly
3384,27,Female,Shoes,Outerwear,,Delaware,M,Pink,Fall,2.6,No,No,39,Venmo,Bi-Weekly
2415,26,Male,Blouse,Clothing,26,Virginia,M,Lavender,Summer,3.7,No,No,14,Credit Card,Bi-Weekly
3204,63,Female,Sandals,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,No,14,Venmo,Annually
3767,62,Female,Coat,Accessories,59,Texas,M,Black,Fall,4.9,No,No,,Debit Card,Annually
2211,30,Male,Blouse,Accessories,25,Virginia,,Orange,Summer,3.1,No,No,35,PayPal,Fortnightly
830,42,Male,Gloves,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,Yes,14,Credit Card,Fortnightly
836,35,Male,Gloves,Footwear,26,Maryland,L,Indigo,Summer,,Yes,Yes,21,Debit Card,Weekly
1659,32,Male,Sneakers,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Yes,47,Cash,Weekly
2798,63,Female,Skirt,Accessories,,Oklahoma,M,Green,Winter,3.5,No,No,10,Venmo,Every 3 Months
284,32,Male,Shirt,Clothing,30,Montana,S,Maroon,Fall,,Yes,Yes,16,Venmo,Annually
628,42,Male,Scarf,Footwear,44,Oregon,,Black,Winter,,Yes,Yes,24,PayPal,Monthly
3220,57,Female,Hat,Outerwear,,Kansas,L,White,Summer,3.5,No,No,39,Credit Card,Weekly
2162,23,Male,Jacket,Clothing,69,Washington,S,Peach,Summer,3.8,No,No,5,Debit Card,Fortnightly
528,21,Male,Boots,Clothing,,South Carolina,L,Yellow,Winter,4.3,Yes,Yes,47,Bank Transfer,Every 3 Months
1630,35,Male,Jacket,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Yes,13,Venmo,Quarterly
2249,63,Male,Shoes,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,No,19,PayPal,Fortnightly
3206,40,Female,Belt,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,No,50,Bank Transfer,Every 3 Months
158,36,Male,T-shirt,Accessories,68,Vermont,S,Yellow,Fall,3,Yes,Yes,1,Bank Transfer,Fortnightly
465,23,Male,Pants,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Yes,45,PayPal,Monthly
268,64,Male,Scarf,Clothing,54,Maryland,M,Olive,Spring,,Yes,Yes,42,Venmo,Annually
2642,25,Male,Shirt,Accessories,,Vermont,XL,Olive,Winter,2.7,No,No,20,Bank Transfer,Every 3 Months
3837,62,Female,Shirt,Clothing,84,Alaska,M,Violet,Spring,2.5,No,No,38,PayPal,Fortnightly
1377,57,Male,Scarf,Footwear,,New Jersey,L,Pink,Spring,,No,Yes,24,PayPal,Annually
1570,20,Male,Shoes,Clothing,63,Hawaii,M,Orange,Summer,2.9,No,Yes,29,Debit Card,Weekly
3670,25,Female,Socks,Clothing,,Washington,S,Silver,Fall,4.6,No,No,43,PayPal,Quarterly
1292,69,Male,Jacket,Footwear,68,South Dakota,,Beige,Spring,3.2,No,Yes,,Debit Card,Fortnightly
500,36,Male,Belt,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Yes,,PayPal,Monthly
2333,36,Male,Scarf,Accessories,53,South Carolina,,Olive,Fall,2.6,No,No,10,Venmo,Monthly
2755,59,Female,Jewelry,Accessories,61,New Jersey,L,Gold,Summer,3.6,No,No,21,Venmo,Bi-Weekly
111,56,Male,Socks,Accessories,26,New York,M,Black,Summer,4,Yes,Yes,26,Venmo,Fortnightly
3736,38,Female,Socks,Footwear,,Massachusetts,L,Orange,Spring,3.1,No,No,,PayPal,Annually
2622,48,Male,Sandals,Footwear,46,Maine,M,Beige,Winter,3,No,No,21,Bank Transfer,Annually
2419,22,Male,Coat,Clothing,69,Michigan,S,Indigo,Fall,4,No,No,47,Cash,Every 3 Months
3099,66,Female,Sandals,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,No,50,Bank Transfer,Quarterly
3286,58,Female,Dress,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,No,,Cash,Weekly
1381,51,Male,Handbag,Footwear,,Massachusetts,S,Beige,Winter,4.6,No,Yes,41,Cash,Fortnightly
739,56,Male,Sneakers,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,Yes,27,Venmo,Quarterly
2945,50,Female,Shoes,Footwear,,New York,XL,Cyan,Summer,3.9,No,No,4,Venmo,Every 3 Months
