,customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,discount_applied,previous_purchases,payment_method,frequency_of_purchases
671,2660,35,Female,Belt,Footwear,35.0,Kansas,L,Gray,Summer,4.4,False,False,0.0,Credit Card,Fortnightly
672,3699,25,Female,Socks,Clothing,54.0,California,XL,Maroon,Spring,3.83,False,False,4.0,Venmo,Annually
673,1331,30,Male,Handbag,Accessories,65.0,Vermont,M,Charcoal,Fall,2.9,False,True,0.0,PayPal,Bi-Weekly
674,1702,69,Male,Gloves,Accessories,41.0,Mississippi,XL,Blue,Winter,3.8,False,False,0.0,Debit Card,Every 3 Months
675,495,38,Male,Shirt,Footwear,68.0,Indiana,M,Indigo,Winter,4.5,True,True,0.0,Debit Card,Weekly
676,3196,68,Female,Pants,Accessories,58.0,Missouri,S,Red,Spring,4.9,False,False,36.0,Credit Card,Quarterly
677,3685,29,Female,Hoodie,Clothing,86.0,Pennsylvania,L,Charcoal,Spring,4.4,False,False,47.0,Credit Card,Bi-Weekly
678,3448,62,Female,Sandals,Footwear,60.52205882352941,Arkansas,M,Blue,Fall,3.62,False,False,3.0,Bank Transfer,Bi-Weekly
679,58,21,Male,Blouse,Outerwear,64.0,West Virginia,M,White,Summer,4.4,True,True,17.0,Debit Card,Fortnightly
680,401,39,Male,Hoodie,Footwear,66.0,Utah,,Green,Winter,4.8,True,True,14.0,PayPal,Fortnightly
681,2174,23,Male,Jewelry,Accessories,97.0,Delaware,S,Cyan,Summer,5.0,False,False,36.0,Venmo,Quarterly
682,2101,68,Male,Scarf,Clothing,31.0,Michigan,,Silver,Spring,3.74,False,False,36.0,Cash,Fortnightly
683,3173,57,Female,Hoodie,Clothing,52.0,Missouri,M,Olive,Fall,3.7,False,False,30.0,Debit Card,Bi-Weekly
684,1588,41,Male,Jeans,Clothing,99.0,Alabama,,Beige,Summer,3.5,False,True,33.0,Credit Card,Fortnightly
685,3608,50,Female,Shorts,Accessories,93.0,New Mexico,L,Charcoal,Fall,3.68,False,False,0.0,Venmo,Bi-Weekly
686,3346,28,Female,Scarf,Accessories,61.090225563909776,Florida,M,Turquoise,Summer,4.0,False,False,3.0,Venmo,Bi-Weekly
687,3534,50,Female,Shorts,Footwear,98.0,Texas,L,Yellow,Fall,4.7,False,False,30.0,Venmo,Fortnightly
688,1971,28,Male,Hat,Accessories,94.0,Maryland,M,Indigo,Spring,2.9,False,False,0.0,Credit Card,Bi-Weekly
689,657,42,Male,Socks,Clothing,23.0,Pennsylvania,M,Beige,Summer,3.9,True,True,6.0,PayPal,Quarterly
690,569,44,Male,Blouse,Clothing,88.0,Utah,L,Red,Summer,4.0,True,True,36.0,PayPal,Monthly
691,2823,61,Female,Coat,Clothing,37.0,New Jersey,S,Brown,Fall,4.1,False,False,33.0,PayPal,Quarterly
692,3006,18,Female,Hat,Clothing,65.0,Alaska,XL,Brown,Spring,3.5,False,False,0.0,Venmo,Weekly
693,3233,45,Female,Scarf,Clothing,34.0,Massachusetts,M,White,Spring,4.0,False,False,19.0,Bank Transfer,Monthly
694,1761,20,Male,Sneakers,Clothing,44.0,Minnesota,XL,Peach,Spring,3.5,False,False,39.0,PayPal,Weekly
695,2565,42,Male,Boots,Accessories,90.0,Kentucky,,Indigo,Winter,3.0,False,False,27.0,Bank Transfer,Weekly
696,2787,54,Female,Hat,Accessories,51.0,Colorado,M,Violet,Spring,3.8,False,False,0.0,Debit Card,Every 3 Months
697,2918,58,Female,Handbag,Clothing,56.5,Colorado,XL,White,Winter,2.9,False,False,50.0,Venmo,Annually
698,501,36,Male,Shoes,Clothing,60.3955223880597,Washington,L,Purple,Fall,4.8,True,True,35.0,Venmo,Every 3 Months
699,2553,61,Male,Shirt,Accessories,48.0,Maryland,XL,Purple,Spring,3.2,False,False,13.0,Credit Card,Annually
700,2380,40,Male,Jewelry,Accessories,77.0,South Dakota,M,Peach,Spring,3.78,False,False,22.0,Debit Card,Monthly
701,1663,63,Male,Scarf,Accessories,24.0,New Mexico,M,Olive,Winter,3.74,False,True,46.0,Debit Card,Fortnightly
702,3146,57,Female,Belt,Accessories,29.0,Texas,XL,Purple,Spring,4.6,False,False,16.0,PayPal,Fortnightly
703,2155,46,Male,Hat,Accessories,74.0,Wyoming,M,Violet,Spring,3.4,False,False,33.0,Cash,Every 3 Months
704,364,55,Male,Blouse,Clothing,88.0,Florida,L,Yellow,Winter,3.75,True,True,42.0,Bank Transfer,Fortnightly
705,2439,32,Male,Sweater,Clothing,20.0,Delaware,S,Cyan,Winter,3.4,False,False,30.0,Venmo,Weekly
706,2544,27,Male,Skirt,Accessories,59.634328358208954,West Virginia,L,Peach,Spring,2.7,False,False,30.0,PayPal,Bi-Weekly
707,3315,55,Female,Dress,Clothing,94.0,Kansas,M,Violet,Spring,3.85,False,False,0.0,Credit Card,Quarterly
708,196,51,Male,Sweater,Outerwear,25.0,New York,M,Magenta,Fall,4.3,True,True,34.0,Credit Card,Monthly
709,1272,70,Male,Hoodie,Accessories,57.0,Kentucky,S,Gray,Spring,4.3,False,True,42.0,PayPal,Annually
710,2407,54,Male,Sneakers,Accessories,57.0,California,M,Indigo,Winter,3.83,False,False,26.0,PayPal,Weekly
711,509,27,Male,Jeans,Accessories,20.0,Illinois,S,Yellow,Winter,3.7,True,True,31.0,PayPal,Quarterly
712,3576,61,Female,Jewelry,Outerwear,95.0,Kentucky,M,Violet,Fall,3.7,False,False,49.0,Venmo,Bi-Weekly
713,2063,54,Male,Sandals,Outerwear,63.0,South Carolina,L,Silver,Fall,2.8,False,False,15.0,Cash,Quarterly
714,1371,27,Male,Sunglasses,Accessories,67.0,Montana,L,Peach,Summer,3.79,False,True,41.0,Bank Transfer,Every 3 Months
715,1951,43,Male,Jacket,Accessories,78.0,Arkansas,L,Blue,Summer,4.6,False,False,26.0,PayPal,Every 3 Months
716,1302,42,Male,Jeans,Clothing,54.0,Maine,,Orange,Fall,3.77,False,True,21.0,Debit Card,Weekly
717,1749,34,Male,Sweater,Clothing,93.0,Montana,L,Teal,Winter,3.9,False,False,41.0,Bank Transfer,Annually
718,2250,42,Male,Jacket,Accessories,45.0,Wyoming,XL,Indigo,Spring,4.3,False,False,29.0,Debit Card,Weekly
719,2164,52,Male,Blouse,Footwear,60.0,New York,L,Gray,Spring,4.5,False,False,44.0,Bank Transfer,Monthly
720,1513,60,Male,Belt,Footwear,23.0,Wisconsin,,Silver,Winter,3.9,False,True,18.0,PayPal,Bi-Weekly
721,306,60,Male,Coat,Clothing,59.0,Utah,M,Teal,Fall,3.5,True,True,26.0,PayPal,Annually
722,2045,49,Male,Scarf,Clothing,61.090225563909776,Missouri,L,Orange,Spring,3.0,False,False,17.0,PayPal,Fortnightly
723,972,47,Male,Sweater,Accessories,67.0,Indiana,M,Cyan,Summer,4.3,True,True,0.0,Credit Card,Weekly
724,970,40,Male,Dress,Outerwear,31.0,California,S,Pink,Fall,3.2,True,True,37.0,PayPal,Monthly
725,3835,43,Female,Sweater,Clothing,59.0,Tennessee,M,Magenta,Winter,4.1,False,False,0.0,Cash,Quarterly
726,1898,53,Male,Gloves,Accessories,97.0,Alaska,L,Teal,Winter,2.9,False,False,11.0,Debit Card,Fortnightly
727,2584,69,Male,Sweater,Clothing,93.0,Oklahoma,M,Lavender,Fall,2.5,False,False,9.0,Cash,Weekly
728,1967,67,Male,Shirt,Outerwear,95.0,Indiana,XL,Purple,Winter,3.7,False,False,5.0,Credit Card,Fortnightly
729,272,65,Male,Jewelry,Accessories,69.0,Maryland,XL,Yellow,Summer,4.6,True,True,42.0,Credit Card,Fortnightly
730,927,54,Male,Backpack,Clothing,63.0,Massachusetts,XL,Green,Spring,4.4,True,True,11.0,Cash,Bi-Weekly
731,1953,57,Male,Backpack,Footwear,82.0,Maryland,L,Yellow,Summer,4.6,False,False,50.0,Cash,Bi-Weekly
732,2621,27,Male,Pants,Clothing,62.476190476190474,Ohio,S,Lavender,Winter,3.0,False,False,28.0,Debit Card,Annually
733,2298,60,Male,Blouse,Clothing,83.0,California,M,Orange,Summer,4.7,False,False,1.0,Bank Transfer,Quarterly
734,3361,22,Female,Scarf,Outerwear,81.0,Minnesota,M,Maroon,Spring,3.74,False,False,47.0,Cash,Every 3 Months
735,2130,40,Male,Boots,Clothing,57.0,Minnesota,L,Orange,Fall,2.8,False,False,12.0,PayPal,Every 3 Months
736,110,58,Male,Scarf,Clothing,85.0,Alabama,M,Violet,Spring,2.6,True,True,43.0,Bank Transfer,Fortnightly
737,811,52,Male,Scarf,Accessories,83.0,South Dakota,S,Lavender,Fall,4.9,True,True,32.0,Debit Card,Bi-Weekly
738,2427,70,Male,Jacket,Outerwear,42.0,Florida,M,Olive,Fall,4.6,False,False,0.0,Debit Card,Every 3 Months
739,3625,22,Female,Jacket,Accessories,59.2962962962963,Texas,,Peach,Fall,5.0,False,False,22.0,Bank Transfer,Bi-Weekly
740,248,29,Male,Hat,Clothing,66.0,Montana,XL,Brown,Spring,4.4,True,True,14.0,Debit Card,Weekly
741,2937,31,Female,Dress,Clothing,34.0,Washington,M,White,Spring,3.6,False,False,0.0,PayPal,Weekly
742,3844,64,Female,Coat,Accessories,60.00735294117647,Georgia,L,Silver,Winter,4.0,False,False,48.0,Venmo,Every 3 Months
743,3386,62,Female,Blouse,Accessories,83.0,Rhode Island,M,Olive,Winter,2.8,False,False,16.0,Credit Card,Every 3 Months
744,3393,53,Female,Socks,Accessories,74.0,New Jersey,XL,Blue,Winter,4.4,False,False,0.0,Venmo,Bi-Weekly
745,2962,33,Female,Boots,Clothing,43.0,New Hampshire,S,Gold,Fall,3.71,False,False,21.0,Debit Card,Bi-Weekly
746,1099,49,Male,Hoodie,Accessories,98.0,Idaho,S,Turquoise,Spring,3.6,False,True,27.0,Credit Card,Weekly
747,96,37,Male,Socks,Footwear,100.0,Missouri,,Pink,Fall,3.8,True,True,48.0,PayPal,Monthly
748,1861,18,Male,Blouse,Clothing,64.0,Kansas,M,Silver,Summer,4.8,False,False,4.0,Credit Card,Monthly
749,1063,59,Male,Boots,Footwear,75.0,Ohio,M,Brown,Fall,2.6,False,True,21.0,Debit Card,Every 3 Months
750,2388,36,Male,Hat,Accessories,95.0,Tennessee,M,Gold,Summer,3.69,False,False,14.0,Debit Card,Monthly
751,2495,42,Male,Hat,Footwear,27.0,Oklahoma,,Peach,Winter,3.69,False,False,26.0,Debit Card,Annually
752,2602,61,Male,Belt,Clothing,33.0,Mississippi,L,Orange,Winter,2.9,False,False,0.0,Cash,Monthly
753,644,18,Male,Shorts,Clothing,57.0,Oregon,XL,Green,Winter,3.2,True,True,10.0,Bank Transfer,Every 3 Months
754,1173,59,Male,Sandals,Outerwear,60.52205882352941,Oregon,L,Peach,Spring,4.6,False,True,0.0,Bank Transfer,Bi-Weekly
755,2159,19,Male,Pants,Accessories,84.0,Massachusetts,XL,Olive,Spring,4.6,False,False,9.0,Bank Transfer,Fortnightly
756,2171,40,Male,Gloves,Clothing,32.0,South Carolina,M,Turquoise,Fall,4.0,False,False,37.0,Venmo,Every 3 Months
757,2821,26,Female,Shoes,Accessories,89.0,Vermont,L,Yellow,Summer,3.9,False,False,5.0,Cash,Bi-Weekly
758,912,53,Male,Dress,Clothing,74.0,Vermont,,Black,Winter,2.8,True,True,2.0,Bank Transfer,Quarterly
759,3124,57,Female,Hat,Accessories,77.0,Iowa,,Red,Fall,3.3,False,False,40.0,Venmo,Bi-Weekly
760,3601,67,Female,Socks,Clothing,81.0,South Carolina,XL,Olive,Spring,3.83,False,False,0.0,Cash,Bi-Weekly
761,740,64,Male,Sweater,Clothing,29.0,Minnesota,S,Purple,Summer,3.5,True,True,0.0,Venmo,Bi-Weekly
762,2838,65,Female,Coat,Footwear,88.0,Alabama,M,Brown,Summer,4.5,False,False,0.0,PayPal,Weekly
763,3394,60,Female,Skirt,Clothing,59.634328358208954,Arizona,,Gold,Fall,3.67,False,False,50.0,Debit Card,Monthly
764,561,25,Male,Socks,Accessories,48.0,Louisiana,L,Red,Fall,3.3,True,True,12.0,Debit Card,Annually
765,1423,44,Male,Scarf,Clothing,27.0,Texas,L,Charcoal,Fall,3.74,False,True,3.0,PayPal,Bi-Weekly
766,3456,49,Female,Sneakers,Clothing,58.89763779527559,Ohio,M,Orange,Fall,3.83,False,False,0.0,Venmo,Annually
767,3131,52,Female,Sneakers,Clothing,20.0,Vermont,M,Yellow,Summer,3.83,False,False,34.0,Venmo,Every 3 Months
768,699,55,Male,Blouse,Footwear,41.0,Iowa,M,Yellow,Winter,3.8,True,True,40.0,Debit Card,Weekly
769,2197,25,Male,Sweater,Clothing,58.0,Vermont,M,Gray,Spring,4.8,False,False,0.0,PayPal,Weekly
770,1731,23,Male,Sandals,Clothing,22.0,Alabama,S,Silver,Fall,4.2,False,False,26.0,Credit Card,Weekly
771,3857,39,Female,Pants,Footwear,78.0,Virginia,S,Brown,Summer,3.82,False,False,8.0,Debit Card,Quarterly
772,2958,69,Female,Blouse,Accessories,70.0,South Dakota,,Gray,Fall,4.7,False,False,2.0,Cash,Annually
773,1550,19,Male,Dress,Footwear,55.0,Kansas,M,Black,Spring,2.9,False,True,19.0,Debit Card,Every 3 Months
774,3223,45,Female,Socks,Accessories,84.0,Texas,S,Maroon,Fall,4.6,False,False,22.0,PayPal,Quarterly
775,3860,65,Female,Shorts,Clothing,88.0,Mississippi,S,Blue,Fall,3.0,False,False,47.0,Bank Transfer,Bi-Weekly
776,2941,61,Female,Scarf,Accessories,61.090225563909776,Massachusetts,L,Beige,Summer,4.8,False,False,13.0,Cash,Monthly
777,2323,39,Male,Backpack,Outerwear,84.0,Connecticut,S,Lavender,Spring,4.5,False,False,21.0,Venmo,Fortnightly
778,453,45,Male,Scarf,Clothing,45.0,Missouri,M,Violet,Summer,3.3,True,True,0.0,PayPal,Fortnightly
779,362,65,Male,Jeans,Clothing,96.0,Nevada,M,White,Spring,2.6,True,True,45.0,Cash,Annually
780,3516,19,Female,Sandals,Clothing,80.0,South Dakota,XL,Charcoal,Winter,4.0,False,False,16.0,Debit Card,Bi-Weekly
781,1186,47,Male,Jewelry,Clothing,64.0,Maine,,Magenta,Spring,3.9,False,True,29.0,Credit Card,Monthly
782,2570,42,Male,Blouse,Clothing,75.0,New York,M,Charcoal,Spring,4.8,False,False,10.0,Bank Transfer,Bi-Weekly
783,1363,41,Male,Blouse,Outerwear,46.0,Colorado,M,Gray,Fall,4.3,False,True,29.0,Cash,Weekly
784,3871,61,Female,Sneakers,Footwear,46.0,Ohio,L,Lavender,Fall,3.83,False,False,19.0,Cash,Every 3 Months
785,3864,40,Female,Sandals,Accessories,35.0,New Hampshire,M,Orange,Summer,3.3,False,False,28.0,Cash,Fortnightly
786,2361,49,Male,Shoes,Accessories,80.0,New York,,Silver,Fall,4.7,False,False,0.0,Venmo,Every 3 Months
787,2976,61,Female,Sunglasses,Accessories,68.0,Georgia,XL,Lavender,Winter,4.5,False,False,48.0,Cash,Every 3 Months
788,1180,20,Male,Gloves,Clothing,33.0,Indiana,M,Blue,Summer,2.8,False,True,44.0,Bank Transfer,Annually
789,184,58,Male,Pants,Clothing,29.0,Ohio,XL,Beige,Spring,3.6,True,True,0.0,Credit Card,Weekly
790,1778,18,Male,Pants,Footwear,44.0,Minnesota,L,Purple,Winter,4.7,False,False,4.0,Cash,Fortnightly
791,2270,49,Male,Pants,Clothing,38.0,Kentucky,,Yellow,Fall,4.4,False,False,27.0,Credit Card,Annually
792,631,41,Male,Shoes,Accessories,60.3955223880597,Mississippi,,Silver,Fall,4.3,True,True,33.0,Debit Card,Annually
793,2373,50,Male,Jacket,Footwear,39.0,Alabama,,Silver,Spring,3.1,False,False,9.0,PayPal,Fortnightly
794,1456,60,Male,Shorts,Clothing,79.0,Alabama,L,Silver,Fall,4.9,False,True,1.0,PayPal,Every 3 Months
795,319,45,Male,Belt,Accessories,56.13846153846154,South Dakota,M,Beige,Winter,3.75,True,True,10.0,Cash,Annually
796,16,64,Male,Handbag,Clothing,81.0,Rhode Island,,Teal,Winter,2.8,True,True,8.0,PayPal,Monthly
797,437,40,Male,Belt,Clothing,46.0,Tennessee,L,Cyan,Summer,4.6,True,True,41.0,Bank Transfer,Weekly
798,3701,28,Female,Jacket,Accessories,59.2962962962963,North Dakota,XL,Charcoal,Summer,3.4,False,False,2.0,Bank Transfer,Every 3 Months
799,2253,48,Male,Sweater,Footwear,96.0,Nebraska,S,Maroon,Summer,3.9,False,False,21.0,Bank Transfer,Annually
800,1197,30,Male,Scarf,Accessories,88.0,North Dakota,M,Maroon,Winter,3.2,False,True,13.0,Bank Transfer,Bi-Weekly
801,2223,32,Male,Gloves,Clothing,66.0,Georgia,M,Teal,Summer,3.62,False,False,30.0,Credit Card,Weekly
802,2723,23,Female,Skirt,Accessories,59.634328358208954,Maine,M,Green,Spring,2.8,False,False,22.0,PayPal,Fortnightly
803,3200,59,Female,Dress,Accessories,40.0,Maine,XL,Pink,Winter,4.2,False,False,16.0,PayPal,Monthly
804,3480,46,Female,Boots,Clothing,56.0,New York,S,Orange,Summer,4.9,False,False,41.0,Cash,Monthly
805,2839,51,Female,Coat,Outerwear,50.0,Maine,M,Blue,Fall,3.7,False,False,2.0,Bank Transfer,Weekly
806,3765,36,Female,Dress,Clothing,21.0,South Dakota,,Maroon,Fall,3.5,False,False,19.0,Venmo,Monthly
807,3551,63,Female,Sneakers,Footwear,74.0,West Virginia,S,Orange,Winter,4.8,False,False,32.0,Cash,Weekly
808,730,41,Male,T-shirt,Accessories,56.0,Minnesota,L,Beige,Summer,3.85,True,True,46.0,PayPal,Every 3 Months
809,1076,57,Male,Scarf,Accessories,61.090225563909776,Missouri,L,Indigo,Summer,4.9,False,True,32.0,Debit Card,Bi-Weekly
810,943,26,Male,Dress,Clothing,91.0,Arizona,M,Cyan,Winter,3.2,True,True,38.0,PayPal,Bi-Weekly
811,3641,47,Female,Belt,Accessories,31.0,Minnesota,L,Pink,Spring,3.75,False,False,17.0,PayPal,Monthly
812,2165,42,Male,T-shirt,Footwear,20.0,Iowa,S,Olive,Winter,4.8,False,False,46.0,PayPal,Bi-Weekly
813,2423,30,Male,Backpack,Accessories,82.0,Georgia,,Peach,Winter,4.8,False,False,45.0,Credit Card,Weekly
814,3677,19,Female,Sandals,Accessories,94.0,Wisconsin,,Teal,Spring,3.62,False,False,16.0,PayPal,Monthly
815,1190,64,Male,Boots,Clothing,97.0,Arkansas,XL,Teal,Summer,4.9,False,True,28.0,Debit Card,Annually
816,2128,70,Male,Sandals,Footwear,45.0,North Carolina,M,Indigo,Spring,4.5,False,False,40.0,Debit Card,Weekly
817,2589,44,Male,Pants,Accessories,49.0,Delaware,M,Peach,Summer,3.2,False,False,38.0,Venmo,Bi-Weekly
818,2546,38,Male,Shoes,Footwear,50.0,Texas,L,Olive,Spring,3.9,False,False,0.0,Debit Card,Annually
819,51,49,Male,Coat,Clothing,28.0,Maryland,M,Red,Spring,3.7,True,True,0.0,Debit Card,Bi-Weekly
820,3141,34,Female,Boots,Accessories,44.0,Alaska,XL,Peach,Summer,3.71,False,False,37.0,Bank Transfer,Weekly
821,715,26,Male,Boots,Outerwear,60.674418604651166,South Dakota,M,Magenta,Fall,4.4,True,True,40.0,Debit Card,Fortnightly
822,3325,37,Female,Hat,Clothing,32.0,Missouri,S,Red,Fall,3.3,False,False,41.0,Venmo,Weekly
823,346,48,Male,Jacket,Footwear,59.0,Wyoming,S,Olive,Winter,4.4,True,True,27.0,Bank Transfer,Annually
824,1102,30,Male,Skirt,Accessories,76.0,Delaware,,Silver,Fall,3.0,False,True,39.0,Cash,Fortnightly
825,1232,66,Male,Sunglasses,Clothing,79.0,Pennsylvania,M,Gold,Spring,4.0,False,True,43.0,Credit Card,Fortnightly
826,2877,65,Female,Skirt,Clothing,84.0,New Mexico,M,Charcoal,Spring,3.4,False,False,5.0,Bank Transfer,Fortnightly
827,3537,55,Female,Socks,Accessories,21.0,Minnesota,,Peach,Spring,4.5,False,False,10.0,Venmo,Monthly
828,3539,56,Female,Handbag,Footwear,63.0,Iowa,S,White,Spring,4.5,False,False,21.0,Venmo,Monthly
829,3418,54,Female,Belt,Outerwear,56.13846153846154,Massachusetts,M,Blue,Summer,3.75,False,False,22.0,Debit Card,Fortnightly
830,3540,29,Female,Sweater,Accessories,56.0,New York,S,Green,Spring,3.2,False,False,0.0,Credit Card,Bi-Weekly
831,2559,49,Male,Shoes,Clothing,32.0,California,M,Silver,Fall,2.7,False,False,0.0,PayPal,Fortnightly
832,1400,19,Male,Hat,Accessories,81.0,Nebraska,M,Olive,Winter,3.1,False,True,0.0,Venmo,Annually
833,2121,53,Male,Shoes,Accessories,98.0,Missouri,S,Red,Fall,3.74,False,False,38.0,PayPal,Quarterly
834,1539,56,Male,T-shirt,Clothing,65.0,Illinois,L,Charcoal,Fall,3.2,False,True,0.0,Venmo,Bi-Weekly
835,265,36,Male,Sweater,Clothing,78.0,Colorado,S,Charcoal,Fall,3.9,True,True,15.0,Cash,Annually
836,2986,46,Female,Dress,Accessories,36.0,Hawaii,,Teal,Summer,3.0,False,False,0.0,Cash,Bi-Weekly
837,3814,61,Female,Shorts,Clothing,89.0,Georgia,M,Orange,Summer,4.1,False,False,31.0,Venmo,Bi-Weekly
838,2651,20,Male,Scarf,Clothing,35.0,Oregon,L,Maroon,Summer,4.2,False,False,46.0,Credit Card,Every 3 Months
839,467,38,Male,Coat,Clothing,24.0,Vermont,L,Turquoise,Winter,4.6,True,True,25.0,PayPal,Weekly
840,3051,31,Female,Jacket,Outerwear,76.0,Kentucky,S,Green,Spring,3.78,False,False,28.0,Venmo,Every 3 Months
841,2397,38,Male,Shirt,Clothing,82.0,Oregon,M,Olive,Spring,3.7,False,False,20.0,Venmo,Weekly
842,2367,30,Male,Boots,Footwear,60.674418604651166,New Mexico,L,Brown,Winter,3.71,False,False,32.0,Credit Card,Fortnightly
843,3297,20,Female,T-shirt,Clothing,23.0,Alaska,M,Green,Spring,4.2,False,False,47.0,Venmo,Quarterly
844,3107,62,Female,Jacket,Footwear,57.0,Alabama,M,Yellow,Winter,4.7,False,False,20.0,PayPal,Annually
845,2338,39,Male,Jacket,Footwear,76.0,North Dakota,S,Violet,Fall,3.6,False,False,5.0,Cash,Annually
846,1282,29,Male,Jeans,Accessories,81.0,New Jersey,,Olive,Spring,4.5,False,True,8.0,Venmo,Bi-Weekly
847,2752,27,Female,Hoodie,Clothing,52.0,Minnesota,S,Indigo,Fall,3.1,False,False,50.0,Venmo,Monthly
848,2064,61,Male,Blouse,Clothing,55.5974025974026,Indiana,M,Cyan,Fall,2.9,False,False,32.0,Cash,Monthly
849,3375,22,Female,Gloves,Clothing,47.0,Nevada,S,Lavender,Spring,3.7,False,False,0.0,Debit Card,Annually
850,1701,62,Male,Backpack,Clothing,70.0,West Virginia,L,Black,Fall,3.72,False,False,36.0,Bank Transfer,Monthly
851,22,31,Male,Sunglasses,Clothing,62.0,North Carolina,,Charcoal,Winter,4.1,True,True,22.0,Debit Card,Quarterly
852,3295,62,Female,Pants,Clothing,60.0,South Carolina,S,Magenta,Spring,4.5,False,False,15.0,Bank Transfer,Bi-Weekly
853,3818,66,Female,Sunglasses,Accessories,91.0,Missouri,M,Magenta,Fall,2.6,False,False,40.0,PayPal,Annually
854,1775,46,Male,Boots,Clothing,78.0,New York,M,Lavender,Spring,3.7,False,False,6.0,PayPal,Weekly
855,1288,24,Male,Backpack,Clothing,28.0,Utah,,Blue,Winter,3.4,False,True,20.0,PayPal,Monthly
856,3092,68,Female,T-shirt,Clothing,81.0,Nevada,L,Orange,Winter,3.4,False,False,46.0,Credit Card,Annually
857,3203,65,Female,Shoes,Accessories,37.0,Wisconsin,L,Green,Fall,4.5,False,False,0.0,Venmo,Annually
858,3227,57,Female,Sunglasses,Footwear,57.13475177304964,Minnesota,XL,Beige,Spring,3.3,False,False,38.0,Bank Transfer,Fortnightly
859,1308,23,Male,Sandals,Outerwear,60.52205882352941,Missouri,L,Black,Summer,3.62,False,True,0.0,PayPal,Annually
860,2126,57,Male,Belt,Outerwear,87.0,New Hampshire,M,Beige,Fall,4.8,False,False,31.0,PayPal,Quarterly
861,3201,67,Female,Backpack,Clothing,60.37301587301587,Missouri,L,Black,Spring,4.8,False,False,32.0,Credit Card,Monthly
862,3639,40,Female,Sunglasses,Accessories,20.0,Kansas,M,Olive,Spring,4.6,False,False,50.0,PayPal,Bi-Weekly
863,2258,41,Male,Backpack,Clothing,32.0,Tennessee,L,Olive,Fall,4.2,False,False,6.0,Bank Transfer,Annually
864,3827,50,Female,Scarf,Outerwear,31.0,Montana,M,Gray,Summer,4.0,False,False,25.0,Bank Transfer,Annually
865,2048,58,Male,T-shirt,Accessories,82.0,Connecticut,M,Silver,Summer,3.1,False,False,32.0,Cash,Annually
866,2295,54,Male,Handbag,Accessories,95.0,Maryland,M,Red,Winter,5.0,False,False,40.0,Debit Card,Annually
867,3606,68,Female,Dress,Clothing,41.0,Alabama,M,Gold,Fall,4.3,False,False,36.0,Bank Transfer,Every 3 Months
868,1140,58,Male,Shoes,Outerwear,53.0,Alabama,L,Purple,Spring,3.9,False,True,42.0,Debit Card,Bi-Weekly
869,3842,68,Female,Gloves,Clothing,57.0,Mississippi,L,Pink,Fall,4.2,False,False,8.0,Bank Transfer,Monthly
871,2537,51,Male,Gloves,Accessories,39.0,Oklahoma,L,Gray,Spring,4.9,False,False,45.0,PayPal,Every 3 Months
872,202,69,Male,Shoes,Clothing,22.0,Missouri,S,Beige,Fall,4.3,True,True,15.0,Bank Transfer,Annually
873,447,19,Male,Boots,Clothing,74.0,West Virginia,M,Silver,Summer,4.1,True,True,0.0,Venmo,Monthly
874,1080,18,Male,Shorts,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,False,True,48.0,Bank Transfer,Monthly
875,2549,42,Male,Shirt,Accessories,63.0,Texas,L,Pink,Winter,3.8,False,False,34.0,Credit Card,Monthly
876,487,38,Male,Backpack,Footwear,60.37301587301587,New Mexico,,Charcoal,Fall,3.72,True,True,37.0,Venmo,Every 3 Months
877,3619,28,Female,Jacket,Accessories,67.0,Nevada,M,Maroon,Fall,4.0,False,False,47.0,PayPal,Bi-Weekly
878,2518,64,Male,Shoes,Clothing,38.0,Wyoming,L,Orange,Spring,3.74,False,False,0.0,Venmo,Annually
879,750,56,Male,Sandals,Accessories,71.0,Oklahoma,M,Olive,Winter,3.7,True,True,11.0,Debit Card,Quarterly
880,2305,26,Male,Belt,Clothing,73.0,Louisiana,L,Silver,Winter,4.7,False,False,0.0,Debit Card,Fortnightly
881,3587,33,Female,Belt,Clothing,28.0,Idaho,,Yellow,Winter,4.6,False,False,12.0,PayPal,Bi-Weekly
882,709,37,Male,Coat,Accessories,50.0,Kentucky,L,Beige,Summer,3.4,True,True,19.0,Cash,Fortnightly
883,3399,54,Female,Blouse,Clothing,60.0,Montana,,Pink,Winter,3.75,False,False,44.0,Cash,Fortnightly
884,2827,32,Female,T-shirt,Accessories,43.0,Florida,L,Brown,Fall,3.6,False,False,23.0,Venmo,Annually
885,1791,50,Male,Gloves,Accessories,26.0,North Carolina,S,Violet,Summer,3.7,False,False,31.0,PayPal,Bi-Weekly
886,1379,37,Male,Sandals,Outerwear,49.0,Kentucky,XL,Lavender,Fall,3.6,False,True,24.0,Venmo,Weekly
887,63,30,Male,Sneakers,Footwear,21.0,Mississippi,S,Magenta,Spring,3.8,True,True,31.0,Credit Card,Fortnightly
888,1446,64,Male,Handbag,Accessories,56.5,Arkansas,M,Gold,Fall,3.1,False,True,24.0,Credit Card,Annually
889,3705,68,Female,Shirt,Accessories,61.0,Missouri,L,Black,Winter,3.79,False,False,36.0,Credit Card,Quarterly
